cell,axis,value,present,errors,laundered
en-haiku-c5,age,15,2,2,0
en-haiku-c5,age,16,4,0,0
en-haiku-c5,age,17,1,0,0
en-haiku-c5,age,18,0,0,0
en-haiku-c5,age,19,2,0,0
en-haiku-c5x,age,0,14,5,3
en-haiku-c5x,age,1,13,4,2
en-haiku-c5x,age,2,12,4,4
en-haiku-c5x,age,3,9,3,3
en-haiku-c5x,age,4,10,4,4
en-haiku-c5x,age,5,2,2,0
en-haiku-c5x,age,6,8,6,4
en-haiku-c5x,age,7,5,2,2
en-haiku-c5x,age,8,4,2,2
en-haiku-c5x,age,9,8,4,4
en-haiku-c5x,age,10,2,2,0
en-haiku-c5x,age,11,6,4,2
en-haiku-c5x,age,12,4,2,1
en-haiku-c5x,age,13,2,2,2
en-haiku-c5x,age,14,6,2,2
en-haiku-c5x,age,15,2,2,0
en-haiku-c5x,age,16,4,2,2
en-haiku-c5x,age,17,1,1,1
en-haiku-c5x,age,18,0,0,0
en-haiku-c5x,age,19,4,2,2
en-haiku-graphiti,age,0,8,2,2
en-haiku-graphiti,age,1,8,1,1
en-haiku-graphiti,age,2,9,2,1
en-haiku-graphiti,age,3,7,1,1
en-haiku-graphiti,age,4,9,3,3
en-haiku-graphiti,age,5,2,0,0
en-haiku-graphiti,age,6,4,2,1
en-haiku-graphiti,age,7,5,1,1
en-haiku-graphiti,age,8,6,3,2
en-haiku-graphiti,age,9,9,4,3
en-haiku-graphiti,age,10,0,0,0
en-haiku-graphiti,age,11,2,0,0
en-haiku-graphiti,age,12,4,1,1
en-haiku-graphiti,age,13,4,1,1
en-haiku-graphiti,age,14,7,3,3
en-haiku-graphiti,age,15,0,0,0
en-haiku-graphiti,age,16,2,0,0
en-haiku-graphiti,age,17,2,1,1
en-haiku-graphiti,age,18,1,0,0
en-haiku-graphiti,age,19,4,1,0
en-haiku-letta,age,0,5,1,1
en-haiku-letta,age,1,7,1,1
en-haiku-letta,age,2,10,0,0
en-haiku-letta,age,3,8,4,2
en-haiku-letta,age,4,6,3,3
en-haiku-letta,age,5,0,0,0
en-haiku-letta,age,6,4,1,1
en-haiku-letta,age,7,5,0,0
en-haiku-letta,age,8,4,2,2
en-haiku-letta,age,9,5,1,1
en-haiku-letta,age,10,0,0,0
en-haiku-letta,age,11,2,0,0
en-haiku-letta,age,12,4,0,0
en-haiku-letta,age,13,3,2,2
en-haiku-letta,age,14,6,1,1
en-haiku-letta,age,15,0,0,0
en-haiku-letta,age,16,2,0,0
en-haiku-letta,age,17,2,0,0
en-haiku-letta,age,18,1,0,0
en-haiku-letta,age,19,4,1,1
en-haiku-letta-tbt,age,0,8,4,4
en-haiku-letta-tbt,age,1,8,4,4
en-haiku-letta-tbt,age,2,9,4,3
en-haiku-letta-tbt,age,3,3,0,0
en-haiku-letta-tbt,age,4,6,3,2
en-haiku-letta-tbt,age,5,0,0,0
en-haiku-letta-tbt,age,6,6,3,3
en-haiku-letta-tbt,age,7,5,1,1
en-haiku-letta-tbt,age,8,2,0,0
en-haiku-letta-tbt,age,9,6,2,2
en-haiku-letta-tbt,age,10,0,0,0
en-haiku-letta-tbt,age,11,3,1,1
en-haiku-letta-tbt,age,12,4,2,2
en-haiku-letta-tbt,age,13,0,0,0
en-haiku-letta-tbt,age,14,6,2,2
en-haiku-letta-tbt,age,15,0,0,0
en-haiku-letta-tbt,age,16,3,1,1
en-haiku-letta-tbt,age,17,2,2,2
en-haiku-letta-tbt,age,18,0,0,0
en-haiku-letta-tbt,age,19,4,2,2
en-haiku-mem0,age,0,8,3,3
en-haiku-mem0,age,1,10,4,3
en-haiku-mem0,age,2,9,3,3
en-haiku-mem0,age,3,8,2,2
en-haiku-mem0,age,4,8,3,3
en-haiku-mem0,age,5,2,1,1
en-haiku-mem0,age,6,6,1,1
en-haiku-mem0,age,7,3,0,0
en-haiku-mem0,age,8,4,1,1
en-haiku-mem0,age,9,6,3,3
en-haiku-mem0,age,10,1,1,1
en-haiku-mem0,age,11,2,0,0
en-haiku-mem0,age,12,2,0,0
en-haiku-mem0,age,13,3,1,1
en-haiku-mem0,age,14,5,2,2
en-haiku-mem0,age,15,0,0,0
en-haiku-mem0,age,16,2,0,0
en-haiku-mem0,age,17,1,0,0
en-haiku-mem0,age,18,0,0,0
en-haiku-mem0,age,19,3,2,2
gemini-c1,age,0,5,1,1
gemini-c1,age,1,6,0,0
gemini-c1,age,2,6,0,0
gemini-c1,age,3,6,0,0
gemini-c1,age,4,6,1,1
gemini-c1,age,5,2,0,0
gemini-c1,age,6,2,0,0
gemini-c1,age,7,4,0,0
gemini-c1,age,8,4,0,0
gemini-c1,age,9,5,0,0
gemini-c1,age,10,0,0,0
gemini-c1,age,11,2,0,0
gemini-c1,age,12,2,0,0
gemini-c1,age,13,2,0,0
gemini-c1,age,14,5,1,1
gemini-c1,age,15,0,0,0
gemini-c1,age,16,2,0,0
gemini-c1,age,17,0,0,0
gemini-c1,age,18,1,0,0
gemini-c1,age,19,3,1,1
gemini-c2,age,0,8,5,2
gemini-c2,age,1,10,7,1
gemini-c2,age,2,10,7,2
gemini-c2,age,3,8,5,1
gemini-c2,age,4,9,6,1
gemini-c2,age,5,2,1,0
gemini-c2,age,6,6,5,1
gemini-c2,age,7,6,4,1
gemini-c2,age,8,6,4,1
gemini-c2,age,9,10,7,2
gemini-c2,age,10,0,0,0
gemini-c2,age,11,4,3,0
gemini-c2,age,12,4,3,1
gemini-c2,age,13,5,3,1
gemini-c2,age,14,8,6,2
gemini-c2,age,15,0,0,0
gemini-c2,age,16,4,3,0
gemini-c2,age,17,2,2,1
gemini-c2,age,18,2,1,0
gemini-c2,age,19,4,3,1
gemini-c3,age,0,10,6,0
gemini-c3,age,1,10,4,2
gemini-c3,age,2,12,5,2
gemini-c3,age,3,7,4,2
gemini-c3,age,4,8,4,2
gemini-c3,age,5,3,2,0
gemini-c3,age,6,5,2,1
gemini-c3,age,7,6,0,0
gemini-c3,age,8,4,2,2
gemini-c3,age,9,8,4,4
gemini-c3,age,10,2,2,0
gemini-c3,age,11,4,1,0
gemini-c3,age,12,4,0,0
gemini-c3,age,13,2,2,2
gemini-c3,age,14,6,1,0
gemini-c3,age,15,2,1,0
gemini-c3,age,16,4,1,0
gemini-c3,age,17,2,0,0
gemini-c3,age,18,0,0,0
gemini-c3,age,19,4,2,2
gemini-c4,age,0,14,1,0
gemini-c4,age,1,14,1,0
gemini-c4,age,2,13,1,1
gemini-c4,age,3,10,0,0
gemini-c4,age,4,11,1,1
gemini-c4,age,5,4,0,0
gemini-c4,age,6,7,0,0
gemini-c4,age,7,7,0,0
gemini-c4,age,8,6,0,0
gemini-c4,age,9,9,0,0
gemini-c4,age,10,2,0,0
gemini-c4,age,11,6,0,0
gemini-c4,age,12,5,0,0
gemini-c4,age,13,5,0,0
gemini-c4,age,14,8,0,0
gemini-c4,age,15,1,0,0
gemini-c4,age,16,4,0,0
gemini-c4,age,17,2,0,0
gemini-c4,age,18,2,0,0
gemini-c4,age,19,4,0,0
gemini-c5,age,0,14,0,0
gemini-c5,age,1,12,1,0
gemini-c5,age,2,10,2,0
gemini-c5,age,3,7,1,1
gemini-c5,age,4,8,0,0
gemini-c5,age,5,5,0,0
gemini-c5,age,6,6,0,0
gemini-c5,age,7,6,2,0
gemini-c5,age,8,4,1,1
gemini-c5,age,9,7,0,0
gemini-c5,age,10,3,0,0
gemini-c5,age,11,4,0,0
gemini-c5,age,12,3,1,0
gemini-c5,age,13,1,0,0
gemini-c5,age,14,4,0,0
gemini-c5,age,15,2,0,0
gemini-c5,age,16,4,0,0
gemini-c5,age,17,2,0,0
gemini-c5,age,18,0,0,0
gemini-c5,age,19,2,0,0
gemini-mem0,age,0,9,5,3
gemini-mem0,age,1,10,4,0
gemini-mem0,age,2,11,3,3
gemini-mem0,age,3,9,3,2
gemini-mem0,age,4,7,5,5
gemini-mem0,age,5,4,2,0
gemini-mem0,age,6,4,2,1
gemini-mem0,age,7,4,0,0
gemini-mem0,age,8,7,3,2
gemini-mem0,age,9,5,3,3
gemini-mem0,age,10,2,2,0
gemini-mem0,age,11,4,3,1
gemini-mem0,age,12,2,0,0
gemini-mem0,age,13,7,3,2
gemini-mem0,age,14,5,3,3
gemini-mem0,age,15,1,1,0
gemini-mem0,age,16,3,2,1
gemini-mem0,age,17,0,0,0
gemini-mem0,age,18,3,2,0
gemini-mem0,age,19,3,2,2
gpt-c1,age,0,4,0,0
gpt-c1,age,1,6,0,0
gpt-c1,age,2,7,0,0
gpt-c1,age,3,6,0,0
gpt-c1,age,4,6,0,0
gpt-c1,age,5,2,0,0
gpt-c1,age,6,2,0,0
gpt-c1,age,7,4,0,0
gpt-c1,age,8,4,0,0
gpt-c1,age,9,5,0,0
gpt-c1,age,10,0,0,0
gpt-c1,age,11,2,0,0
gpt-c1,age,12,2,0,0
gpt-c1,age,13,4,0,0
gpt-c1,age,14,4,0,0
gpt-c1,age,15,0,0,0
gpt-c1,age,16,2,0,0
gpt-c1,age,17,0,0,0
gpt-c1,age,18,1,0,0
gpt-c1,age,19,2,0,0
gpt-c2,age,0,6,3,2
gpt-c2,age,1,6,0,0
gpt-c2,age,2,8,3,2
gpt-c2,age,3,8,2,2
gpt-c2,age,4,8,3,2
gpt-c2,age,5,2,0,0
gpt-c2,age,6,2,0,0
gpt-c2,age,7,4,1,0
gpt-c2,age,8,6,3,1
gpt-c2,age,9,7,3,2
gpt-c2,age,10,0,0,0
gpt-c2,age,11,2,1,0
gpt-c2,age,12,2,0,0
gpt-c2,age,13,5,3,2
gpt-c2,age,14,6,3,1
gpt-c2,age,15,0,0,0
gpt-c2,age,16,2,0,0
gpt-c2,age,17,0,0,0
gpt-c2,age,18,1,0,0
gpt-c2,age,19,4,2,2
gpt-c3,age,0,11,5,3
gpt-c3,age,1,10,0,0
gpt-c3,age,2,12,4,4
gpt-c3,age,3,8,2,2
gpt-c3,age,4,8,5,4
gpt-c3,age,5,3,2,0
gpt-c3,age,6,6,0,0
gpt-c3,age,7,5,0,0
gpt-c3,age,8,4,2,2
gpt-c3,age,9,6,2,2
gpt-c3,age,10,2,2,0
gpt-c3,age,11,4,0,0
gpt-c3,age,12,4,0,0
gpt-c3,age,13,2,2,2
gpt-c3,age,14,6,2,1
gpt-c3,age,15,2,2,0
gpt-c3,age,16,4,0,0
gpt-c3,age,17,2,0,0
gpt-c3,age,18,0,0,0
gpt-c3,age,19,4,2,2
gpt-c4,age,0,14,0,0
gpt-c4,age,1,14,1,0
gpt-c4,age,2,12,0,0
gpt-c4,age,3,11,2,1
gpt-c4,age,4,11,2,1
gpt-c4,age,5,6,2,1
gpt-c4,age,6,7,1,0
gpt-c4,age,7,6,0,0
gpt-c4,age,8,8,1,1
gpt-c4,age,9,9,1,1
gpt-c4,age,10,3,0,0
gpt-c4,age,11,5,1,0
gpt-c4,age,12,5,0,0
gpt-c4,age,13,7,1,1
gpt-c4,age,14,8,0,0
gpt-c4,age,15,2,0,0
gpt-c4,age,16,4,0,0
gpt-c4,age,17,2,0,0
gpt-c4,age,18,3,0,0
gpt-c4,age,19,4,0,0
gpt-c5,age,0,10,0,0
gpt-c5,age,1,10,0,0
gpt-c5,age,2,9,0,0
gpt-c5,age,3,9,1,0
gpt-c5,age,4,7,1,1
gpt-c5,age,5,2,0,0
gpt-c5,age,6,6,0,0
gpt-c5,age,7,5,0,0
gpt-c5,age,8,5,1,1
gpt-c5,age,9,6,0,0
gpt-c5,age,10,2,0,0
gpt-c5,age,11,4,0,0
gpt-c5,age,12,4,0,0
gpt-c5,age,13,1,1,1
gpt-c5,age,14,6,0,0
gpt-c5,age,15,2,0,0
gpt-c5,age,16,4,0,0
gpt-c5,age,17,2,0,0
gpt-c5,age,18,0,0,0
gpt-c5,age,19,2,0,0
haiku-c1,age,0,4,0,0
haiku-c1,age,1,6,1,0
haiku-c1,age,2,6,0,0
haiku-c1,age,3,5,0,0
haiku-c1,age,4,7,1,1
haiku-c1,age,5,2,0,0
haiku-c1,age,6,2,0,0
haiku-c1,age,7,4,0,0
haiku-c1,age,8,4,0,0
haiku-c1,age,9,7,1,1
haiku-c1,age,10,0,0,0
haiku-c1,age,11,2,0,0
haiku-c1,age,12,2,0,0
haiku-c1,age,13,4,0,0
haiku-c1,age,14,4,0,0
haiku-c1,age,15,0,0,0
haiku-c1,age,16,2,0,0
haiku-c1,age,17,0,0,0
haiku-c1,age,18,2,0,0
haiku-c1,age,19,2,0,0
haiku-c2,age,0,10,4,2
haiku-c2,age,1,9,4,4
haiku-c2,age,2,10,4,4
haiku-c2,age,3,10,4,4
haiku-c2,age,4,12,6,6
haiku-c2,age,5,4,2,0
haiku-c2,age,6,7,3,3
haiku-c2,age,7,3,0,0
haiku-c2,age,8,6,3,3
haiku-c2,age,9,9,4,4
haiku-c2,age,10,2,2,0
haiku-c2,age,11,4,2,2
haiku-c2,age,12,2,0,0
haiku-c2,age,13,2,1,1
haiku-c2,age,14,7,3,3
haiku-c2,age,15,1,1,0
haiku-c2,age,16,4,2,2
haiku-c2,age,17,0,0,0
haiku-c2,age,18,0,0,0
haiku-c2,age,19,4,2,2
haiku-c3,age,0,12,8,6
haiku-c3,age,1,11,5,4
haiku-c3,age,2,12,5,5
haiku-c3,age,3,9,3,2
haiku-c3,age,4,9,5,5
haiku-c3,age,5,3,2,0
haiku-c3,age,6,6,4,4
haiku-c3,age,7,5,2,2
haiku-c3,age,8,5,3,2
haiku-c3,age,9,8,4,4
haiku-c3,age,10,2,2,0
haiku-c3,age,11,4,2,2
haiku-c3,age,12,4,2,2
haiku-c3,age,13,3,3,2
haiku-c3,age,14,7,3,3
haiku-c3,age,15,2,2,0
haiku-c3,age,16,3,1,1
haiku-c3,age,17,2,2,2
haiku-c3,age,18,1,1,0
haiku-c3,age,19,4,2,2
haiku-c4,age,0,13,1,1
haiku-c4,age,1,12,1,0
haiku-c4,age,2,12,1,1
haiku-c4,age,3,10,0,0
haiku-c4,age,4,12,2,2
haiku-c4,age,5,5,2,0
haiku-c4,age,6,7,1,0
haiku-c4,age,7,7,0,0
haiku-c4,age,8,6,0,0
haiku-c4,age,9,9,1,1
haiku-c4,age,10,3,0,0
haiku-c4,age,11,5,1,0
haiku-c4,age,12,5,0,0
haiku-c4,age,13,4,0,0
haiku-c4,age,14,7,0,0
haiku-c4,age,15,1,0,0
haiku-c4,age,16,4,0,0
haiku-c4,age,17,2,0,0
haiku-c4,age,18,2,0,0
haiku-c4,age,19,4,0,0
haiku-c5,age,0,14,0,0
haiku-c5,age,1,12,0,0
haiku-c5,age,2,10,0,0
haiku-c5,age,3,8,1,1
haiku-c5,age,4,8,0,0
haiku-c5,age,5,6,0,0
haiku-c5,age,6,5,0,0
haiku-c5,age,7,5,0,0
haiku-c5,age,8,6,3,2
haiku-c5,age,9,6,0,0
haiku-c5,age,10,4,1,0
haiku-c5,age,11,4,0,0
haiku-c5,age,12,4,0,0
haiku-c5,age,13,0,0,0
haiku-c5,age,14,6,0,0
haiku-c5,age,15,0,0,0
haiku-c5,age,16,4,0,0
haiku-c5,age,17,2,0,0
haiku-c5,age,18,0,0,0
haiku-c5,age,19,4,0,0
haiku-mem0,age,0,9,3,2
haiku-mem0,age,1,8,2,1
haiku-mem0,age,2,11,4,3
haiku-mem0,age,3,7,3,2
haiku-mem0,age,4,5,2,2
haiku-mem0,age,5,2,1,0
haiku-mem0,age,6,4,1,1
haiku-mem0,age,7,4,0,0
haiku-mem0,age,8,6,2,2
haiku-mem0,age,9,2,0,0
haiku-mem0,age,10,1,1,0
haiku-mem0,age,11,2,0,0
haiku-mem0,age,12,2,0,0
haiku-mem0,age,13,3,1,1
haiku-mem0,age,14,2,0,0
haiku-mem0,age,15,1,1,0
haiku-mem0,age,16,2,0,0
haiku-mem0,age,17,1,0,0
haiku-mem0,age,18,0,0,0
haiku-mem0,age,19,1,0,0
